green,A,1,100,0.5,55,,,,0.5,0.5,Switch 1,Head,1,-,AFTER,-,ONE
green,A,2,100,1,55,PIONEER-L,,,1,1.5,,,1,-,-,-,ONE
green,A,3,100,1.5,55,,,,1.5,3,,Tail,1,-,-,-,ONE
green,B,4,100,2,55,,,,2,5,,Head,1,-,-,-,ONE
green,B,5,100,3,55,,,,3,8,,,1,-,-,-,ONE
green,B,6,100,4,55,,,,4,12,,Tail,1,-,-,-,ONE
green,C,7,100,5,55,,,,5,17,,Head,1,-,-,-,ONE
green,C,8,100,0,55,,,,0,17,,,1,-,-,-,ONE
green,C,9,100,-5,55,EDGEBROOK-L,,,-5,12,,,1,-,-,-,ONE
green,C,10,100,-5,55,,,,-5,7,,,1,-,-,-,ONE
green,C,11,100,-4,55,,,,-4,3,,,1,-,-,-,ONE
green,C,12,100,-3,55,,SWITCH,,-3,0,Switch 1,Tail,1,-,BEFORE,-,ONE
green,D,13,150,0,70,,,,0,0,Switch 1,Head,1,-,BEFORE,-,-
green,D,14,150,0,70,,,,0,0,,,1,-,-,-,-
green,D,15,150,0,70,,,,0,0,,,1,-,-,-,-
green,D,16,150,0,70,BLANK-R,,,0,0,,Head,1,-,-,-,-
green,E,17,150,0,60,,,,0,0,,Head,1,-,-,-,-
green,E,18,150,0,60,,,,0,0,,,1,-,-,-,-
green,E,19,150,0,60,,,,0,0,,,1,RAILWAY CROSSING,-,-,-
green,E,20,150,0,60,,,,0,0,,Head,1,-,-,-,-
green,F,21,300,0,70,,,,0,0,,Head,1,-,-,-,-
green,F,22,300,0,70,WHITED-R,,,0,0,,,1,-,-,-,-
green,F,23,300,0,70,,,,0,0,,,1,-,-,-,-
green,F,24,300,0,70,,,,0,0,,,1,-,-,-,-
green,F,25,200,0,70,,,,0,0,,,1,-,-,-,-
green,F,26,100,0,70,,,,0,0,,,1,-,-,-,-
green,F,27,50,0,70,,,,0,0,,,1,-,-,-,-
green,F,28,50,0,70,,,,0,0,Switch 2,Head,1,-,BEFORE,-,-
green,G,29,50,0,70,,SWITCH,,0,0,Switch 2,Tail,1,-,BEFORE,-,ONE
green,G,30,50,0,70,,,,0,0,,,1,-,-,-,ONE
green,G,31,50,0,70,SOUTH BANK-L,,,0,0,,,1,-,-,-,ONE
green,G,32,50,0,70,,,,0,0,,Head,1,-,-,-,ONE
green,H,33,50,0,70,,,,0,0,,Tail,1,-,-,-,ONE
green,H,34,50,0,70,,,,0,0,,,1,-,-,-,ONE
green,H,35,50,0,70,,,,0,0,,Head,1,-,-,-,ONE
green,I,36,50,0,70,,,UNDERGROUND,0,0,,Tail,1,-,-,-,ONE
green,I,37,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,38,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,39,50,0,70,CENTRAL-R,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,40,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,41,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,42,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,43,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,44,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,45,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,46,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,47,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,48,50,0,70,INGLEWOOD-R,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,49,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,50,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,51,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,52,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,53,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,54,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,55,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,56,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,I,57,50,0,70,OVERBROOK-R,,UNDERGROUND,0,0,Switch 3,Head,1,-,BEFORE,-,ONE
green,J,58,50,0,60,,SWITCH,,0,0,Switch 3,Tail,1,-,BEFORE,-,ONE
green,J,59,50,0,60,,,,0,0,,,1,-,-,-,ONE
green,J,60,50,0,60,,,,0,0,,,1,-,-,-,ONE
green,J,61,50,0,60,,,,0,0,Switch 0,,1,-,BEFORE,-,ONE
green,J,62,50,0,60,,SWITCH,,0,0,Switch 0,Head,1,-,BEFORE,-,ONE
green,K,63,100,0,70,,,,0,0,,Tail,1,-,-,-,ONE
green,K,64,100,0,70,,,,0,0,,,1,-,-,-,ONE
green,K,65,200,0,70,GLENBURY-R,,,0,0,,,1,-,-,-,ONE
green,K,66,200,0,70,,,,0,0,,,1,-,-,-,ONE
green,K,67,100,0,70,,,,0,0,,,1,-,-,-,ONE
green,K,68,100,0,70,,,,0,0,,Head,1,-,-,-,ONE
green,L,69,100,0,60,,,,0,0,,Tail,1,-,-,-,ONE
green,L,70,100,0,60,,,,0,0,,,1,-,-,-,ONE
green,L,71,100,0,60,,,,0,0,,,1,-,-,-,ONE
green,L,72,100,0,60,,,,0,0,,,1,-,-,-,ONE
green,L,73,100,0,60,DORMONT-R,,,0,0,,Head,1,-,-,-,ONE
green,M,74,100,0,60,,,,0,0,,Tail,1,-,-,-,ONE
green,M,75,100,0,60,,,,0,0,,,1,-,-,-,ONE
green,M,76,100,0,60,,,,0,0,Switch 4,Head,1,-,BEFORE,-,ONE
green,N,77,300,0,70,,SWITCH,,0,0,Switch 4,Head,1,-,BEFORE,-,-
green,N,78,300,0,70,MT LEBANON-R,,,0,0,,,1,-,-,-,-
green,N,79,300,0,70,,,,0,0,,,1,-,-,-,-
green,N,80,300,0,70,,,,0,0,,,1,-,-,-,-
green,N,81,300,0,70,,,,0,0,,,1,-,-,-,-
green,N,82,300,0,70,,,,0,0,,,1,-,-,-,-
green,N,83,300,0,70,,,,0,0,,,1,-,-,-,-
green,N,84,300,0,70,,,,0,0,,,1,-,-,-,-
green,N,85,300,0,70,,SWITCH,,0,0,Switch 5,Head,1,-,BEFORE,JOIN,-
green,O,86,100,0,55,,,,0,0,Switch 5,Tail,1,-,BEFORE,-,ONE
green,O,87,86.6,0,55,,,,0,0,,,1,-,-,-,ONE
green,O,88,100,0,55,POPLAR-R,,,0,0,,Head,1,-,-,-,ONE
green,P,89,75,-0.5,55,,,,-0.38,-0.375,,Tail,1,-,-,-,ONE
green,P,90,75,-1,55,,,,-0.75,-1.125,,,1,-,-,-,ONE
green,P,91,75,-2,55,,,,-1.5,-2.625,,,1,-,-,-,ONE
green,P,92,75,0,55,,,,0,-2.625,,,1,-,-,-,ONE
green,P,93,75,2,55,,,,1.5,-1.125,,,1,-,-,-,ONE
green,P,94,75,1,55,,,,0.75,-0.375,,,1,-,-,-,ONE
green,P,95,75,0.5,55,,,,0.38,0,,,1,-,-,-,ONE
green,P,96,75,0,55,CASTLE SHANNON-L,,,0,0,,,1,-,-,-,ONE
green,P,97,75,0,55,,,,0,0,,Head,1,-,-,-,ONE
green,Q,98,75,0,55,,,,0,0,,Tail,1,-,-,-,ONE
green,Q,99,75,0,55,,,,0,0,,,1,-,-,-,ONE
green,Q,100,75,0,55,,,,0,0,Switch 5,Head,2,-,AFTER,-,ONE
green,R,101,35,0,55,,,,0,0,Switch 4,Tail,-1,-,AFTER,-,ONE
green,S,102,100,0,60,,,,0,0,,Tail,1,-,-,-,ONE
green,S,103,100,0,60,,,,0,0,,,1,-,-,-,ONE
green,S,104,80,0,60,,,,0,0,,Head,1,-,-,-,ONE
green,T,105,100,0,60,DORMONT-R,,,0,0,,Tail,1,-,-,-,ONE
green,T,106,100,0,60,,,,0,0,,,1,-,-,-,ONE
green,T,107,90,0,60,,,,0,0,,,1,-,-,-,ONE
green,T,108,100,0,60,,,,0,0,,,1,-,-,-,ONE
green,T,109,100,0,60,,,,0,0,,Head,1,-,-,-,ONE
green,U,110,100,0,70,,,,0,0,,Tail,1,-,-,-,ONE
green,U,111,100,0,70,,,,0,0,,,1,-,-,-,ONE
green,U,112,100,0,70,,,,0,0,,,1,-,-,-,ONE
green,U,113,100,0,70,,,,0,0,,,1,-,-,-,ONE
green,U,114,100,0,70,GLENBURY-R,,,0,0,,,1,-,-,-,ONE
green,U,115,100,0,70,,,,0,0,,,1,-,-,-,ONE
green,U,116,100,0,70,,,,0,0,,Head,1,-,-,-,ONE
green,V,117,50,0,60,,,,0,0,,Tail,1,-,-,-,ONE
green,V,118,50,0,60,,,,0,0,,,1,-,-,-,ONE
green,V,119,40,0,60,,,,0,0,,,1,-,-,-,ONE
green,V,120,50,0,60,,,,0,0,,,1,-,-,-,ONE
green,V,121,50,0,60,,,,0,0,,Head,1,-,-,-,ONE
green,W,122,50,0,70,,,UNDERGROUND,0,0,,Tail,1,-,-,-,ONE
green,W,123,50,0,70,OVERBROOK-R,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,124,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,125,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,126,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,127,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,128,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,129,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,130,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,131,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,132,50,0,70,INGLEWOOD-R,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,133,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,134,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,135,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,136,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,137,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,138,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,139,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,140,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,141,50,0,70,CENTRAL-L,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,142,50,0,70,,,UNDERGROUND,0,0,,,1,-,-,-,ONE
green,W,143,50,0,70,,,UNDERGROUND,0,0,,Head,1,-,-,-,ONE
green,X,144,50,0,70,,,,0,0,,Tail,1,-,-,-,ONE
green,X,145,50,0,70,,,,0,0,,,1,-,-,-,ONE
green,X,146,50,0,70,,,,0,0,,Head,1,-,-,-,ONE
green,Y,147,50,0,70,,,,0,0,,Tail,1,-,-,-,ONE
green,Y,148,40,0,70,,,,0,0,,,1,-,-,-,ONE
green,Y,149,40,0,70,,,,0,0,,Head,1,-,-,-,ONE
green,Z,150,35,0,70,,,,0,0,Switch 2,Head,2,-,AFTER,-,ONE
green,ZZ,151,50,0,35,TO YARD,,,0,0,Switch 3,Tail,-1,-,AFTER,-,ONE
green,YY,152,50,0,35,FROM YARD,,,0,0,Switch 0,Head,-1,-,AFTER,-,ONE
